We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based.
All Submitters of data may be contacted directly via www.gisaid.org
Authors are sorted alphabetically.
Accession ID,Originating Laboratory,Submitting Laboratory,Authors
EPI_ISL_476482,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476488,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476489,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476152,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476154,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476156,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476157,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476159,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476161,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476162,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476163,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476165,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476166,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476167,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476169,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476337,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476338,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476340,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476341,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476343,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476345,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476346,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476347,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476349,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476387,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476388,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476389,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476390,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476391,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476393,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476394,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476395,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476396,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476397,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476398,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476399,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476400,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476401,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476408,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476410,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476411,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476413,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476414,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476415,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476416,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476417,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476418,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476419,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_904018,DB Diagnosticos do Brasil,Laboratório de Parasitologia Médica - Instituto de Medicina Tropical - Universidade de São Paulo,Brazil-UK Centre for Arbovirus Discovery Diagnosis Genomics and Epidemiology (CADDE) Genomic Network - Instituto de Medicina Tropical
EPI_ISL_904020,DB Diagnosticos do Brasil,Laboratório de Parasitologia Médica - Instituto de Medicina Tropical - Universidade de São Paulo,Brazil-UK Centre for Arbovirus Discovery Diagnosis Genomics and Epidemiology (CADDE) Genomic Network - Instituto de Medicina Tropical
EPI_ISL_904023,DB Diagnosticos do Brasil,Laboratório de Parasitologia Médica - Instituto de Medicina Tropical - Universidade de São Paulo,Brazil-UK Centre for Arbovirus Discovery Diagnosis Genomics and Epidemiology (CADDE) Genomic Network - Instituto de Medicina Tropical
EPI_ISL_904028,DB Diagnosticos do Brasil,Laboratório de Parasitologia Médica - Instituto de Medicina Tropical - Universidade de São Paulo,Brazil-UK Centre for Arbovirus Discovery Diagnosis Genomics and Epidemiology (CADDE) Genomic Network - Instituto de Medicina Tropical
EPI_ISL_904030,DB Diagnosticos do Brasil,Laboratório de Parasitologia Médica - Instituto de Medicina Tropical - Universidade de São Paulo,Brazil-UK Centre for Arbovirus Discovery Diagnosis Genomics and Epidemiology (CADDE) Genomic Network - Instituto de Medicina Tropical
EPI_ISL_904031,DB Diagnosticos do Brasil,Laboratório de Parasitologia Médica - Instituto de Medicina Tropical - Universidade de São Paulo,Brazil-UK Centre for Arbovirus Discovery Diagnosis Genomics and Epidemiology (CADDE) Genomic Network - Instituto de Medicina Tropical
EPI_ISL_476421,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_476423,Laboratório de Patologia Clínica - UNICAMP,Laboratório de Estudos de Vírus Emergentes - UNICAMP,"José Luiz Proença-Modena, Magnun Nueldo Nunes dos Santos, Angelica Schreiber, Julia Forato,Camila Simeoni, Marcilio Jorge Fumagalli, Mariene Ribeiro Amorim, Darlan da Silva Candido, Nuno Rodrigues Faria, Julien Theze, Luiz Gonzaga,Jaqueline Goes Jesus e William Marciel de Souza"
EPI_ISL_906069,Instituto Adolfo Lutz - Regional de Campinas,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory§","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_906071,LACEN-PI DR. Costa Alvarenga,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_906075,Hospital Geral de Vila Penteado Dr Jose Pangella Sao Paulo,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_906076,Hospital Sao Luiz Sao Caetano,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_906077,Hospital Sao Luiz Sao Caetano,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_906080,Hospital Beneficiencia Portuguesa,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_906081,Hospital Beneficiencia Portuguesa,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_940614,LACEN-PI DR. Costa Alvarenga,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_940615,LACEN-PI DR. Costa Alvarenga,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_940616,LACEN-PI DR. Costa Alvarenga,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_940617,LACEN-PI DR. Costa Alvarenga,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_940618,LACEN-PI DR. Costa Alvarenga,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_940619,Hospital Sao Joaquim - Beneficiencia Portuguesa,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
EPI_ISL_940620,Hospital Sao Joaquim - Beneficiencia Portuguesa,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory","Claudio Tavares Sacchi, Claudia Regina Gonçalves, Erica Valessa Ramos Gomes, Karoline Rodrigues Campos"
